feature,importance
descricao_length,0.44817927151789216
keyword_salario,0.14133938932923198
tipo_num,0.11410534090132982
keyword_fornecedor,0.10578501472234618
keyword_imposto,0.0684379908304063
keyword_receita,0.05566344420525121
fim_mes,0.01502095385920354
dia_semana,0.012561315138579393
valor,0.01252725161468652
valor_log,0.01231043381600211
mes,0.010456534965573394
trimestre,0.0036130590994973184
